LoanID,CustomerID,LoanTypeID,LoanAmount_INR,InterestRate_Pct,Term_Months,StartDate,LoanStatus
LN-003960,CUST-08186,LT-105,4200000,16.27,48,2021-09-20,Fully Paid
LN-003961,CUST-12517,LT-105,2490000,15.67,60,2022-05-14,Active
LN-003962,CUST-01321,LT-103,990000,11.73,60,2025-05-04,Active
LN-003963,CUST-04174,LT-102,560000,16.25,48,2025-01-13,Defaulted
LN-003964,CUST-07457,LT-103,1190000,10.36,84,2023-09-29,Active
LN-003965,CUST-09420,LT-106,610000,17.24,18,2022-08-25,Fully Paid
LN-003966,CUST-12458,LT-105,2750000,14.66,60,2021-10-19,Active
LN-003967,CUST-05191,LT-101,8290000,8.95,120,2022-10-14,Active
LN-003968,CUST-05847,LT-104,470000,11.23,84,2024-07-24,Active
LN-003969,CUST-04186,LT-104,760000,12.05,36,2022-03-06,Fully Paid
LN-003970,CUST-12052,LT-105,3250000,15.51,48,2025-11-08,Active
LN-003971,CUST-13278,LT-101,6180000,8.99,240,2021-12-12,Active
LN-003972,CUST-01082,LT-104,1950000,10.62,36,2023-04-13,Fully Paid
LN-003973,CUST-02797,LT-102,500000,13.94,12,2021-08-10,Fully Paid
LN-003974,CUST-09223,LT-102,540000,18.08,60,2025-06-22,Active
LN-003975,CUST-13102,LT-102,760000,14.46,36,2023-07-01,Fully Paid
LN-003976,CUST-14195,LT-104,2260000,9.93,36,2023-03-24,Fully Paid
LN-003977,CUST-09051,LT-102,580000,16.09,36,2025-06-25,Active
LN-003978,CUST-11387,LT-102,1120000,13.99,12,2022-05-08,Fully Paid
LN-003979,CUST-02718,LT-106,900000,17.22,36,2021-10-01,Fully Paid
LN-003980,CUST-04796,LT-102,820000,14.81,24,2022-07-05,Fully Paid
LN-003981,CUST-12350,LT-104,260000,11.27,120,2023-11-16,Active
LN-003982,CUST-12427,LT-101,2940000,9.0,120,2024-03-06,Active
LN-003983,CUST-09487,LT-103,1290000,9.14,36,2023-06-28,Fully Paid
LN-003984,CUST-02913,LT-103,390000,10.7,36,2024-03-24,Active
LN-003985,CUST-02566,LT-102,660000,14.23,12,2023-09-17,Fully Paid
LN-003986,CUST-00095,LT-101,3950000,10.8,240,2023-01-27,Active
LN-003987,CUST-13447,LT-101,3290000,8.57,180,2022-04-23,Active
LN-003988,CUST-12829,LT-103,750000,10.74,48,2023-02-07,Active
LN-003989,CUST-02948,LT-105,2790000,15.34,84,2021-09-23,Active
LN-003990,CUST-08318,LT-103,960000,10.98,48,2025-02-12,Active
LN-003991,CUST-11002,LT-102,730000,14.07,48,2025-09-01,Active
LN-003992,CUST-14754,LT-102,930000,14.51,12,2023-05-31,Fully Paid
LN-003993,CUST-08993,LT-101,6480000,10.3,180,2022-12-06,Active
LN-003994,CUST-01184,LT-101,1050000,8.25,240,2024-07-06,Active
LN-003995,CUST-05842,LT-104,760000,12.39,120,2021-11-21,Active
LN-003996,CUST-12881,LT-104,490000,10.39,36,2024-01-24,Active
LN-003997,CUST-10709,LT-104,2120000,11.03,84,2024-01-02,Active
LN-003998,CUST-02966,LT-104,750000,11.89,84,2022-05-20,Active
LN-003999,CUST-00780,LT-101,3990000,8.42,120,2025-05-12,Active
LN-004000,CUST-08340,LT-101,6090000,9.23,180,2024-03-22,Active
LN-004001,CUST-09610,LT-101,6200000,9.86,360,2024-01-13,Active
LN-004002,CUST-14083,LT-103,560000,9.24,120,2023-10-27,Active
LN-004003,CUST-11143,LT-102,1140000,13.48,12,2022-11-16,Fully Paid
LN-004004,CUST-05804,LT-101,4640000,9.5,240,2023-01-31,Active
LN-004005,CUST-02273,LT-106,960000,17.21,12,2022-09-29,Fully Paid
LN-004006,CUST-01814,LT-101,920000,12.99,240,2022-05-11,Active
LN-004007,CUST-13841,LT-101,3550000,8.11,180,2023-05-06,Active
LN-004008,CUST-07217,LT-102,460000,14.84,60,2024-05-30,Active
LN-004009,CUST-14303,LT-101,1180000,9.7,180,2024-11-12,Active
LN-004010,CUST-06431,LT-102,560000,13.5,12,2022-06-05,Fully Paid
LN-004011,CUST-08971,LT-105,1830000,17.15,120,2025-03-20,Active
LN-004012,CUST-00059,LT-103,710000,9.84,48,2025-01-16,Active
LN-004013,CUST-01970,LT-103,490000,9.95,84,2021-12-31,Active
LN-004014,CUST-13359,LT-105,1460000,15.43,84,2024-06-12,Active
LN-004015,CUST-02588,LT-101,3050000,8.48,360,2024-08-29,Active
LN-004016,CUST-06834,LT-101,770000,7.92,180,2025-10-13,Active
LN-004017,CUST-09950,LT-105,1120000,14.98,84,2023-02-02,Defaulted
LN-004018,CUST-07047,LT-101,2880000,8.61,120,2023-09-28,Active
LN-004019,CUST-02724,LT-103,830000,10.3,60,2022-12-09,Active
LN-004020,CUST-05475,LT-101,4590000,7.85,360,2021-06-04,Active
LN-004021,CUST-00746,LT-102,440000,14.81,60,2022-06-09,Active
LN-004022,CUST-13944,LT-102,810000,16.13,36,2024-05-02,Active
LN-004023,CUST-05368,LT-101,4490000,8.62,360,2022-11-22,Active
LN-004024,CUST-12440,LT-103,650000,9.99,36,2021-07-25,Fully Paid
LN-004025,CUST-00935,LT-105,3090000,15.84,60,2025-03-22,Active
LN-004026,CUST-07819,LT-101,3850000,9.8,120,2022-06-26,Active
LN-004027,CUST-12070,LT-102,1000000,16.01,60,2021-08-05,Active
LN-004028,CUST-03736,LT-101,2490000,10.12,120,2022-07-04,Active
LN-004029,CUST-11673,LT-101,2530000,8.79,120,2022-02-10,Active
LN-004030,CUST-02227,LT-101,1920000,12.12,360,2024-05-17,Active
LN-004031,CUST-04564,LT-104,840000,10.09,60,2022-10-22,Active
LN-004032,CUST-12286,LT-104,870000,15.11,60,2022-02-02,Active
LN-004033,CUST-09833,LT-104,540000,10.86,84,2024-01-26,Active
LN-004034,CUST-01039,LT-101,1360000,8.16,120,2024-04-20,Active
LN-004035,CUST-03796,LT-101,4640000,8.77,180,2021-09-22,Active
LN-004036,CUST-14540,LT-102,380000,14.28,12,2022-01-07,Fully Paid
LN-004037,CUST-09844,LT-103,540000,10.88,48,2021-09-07,Fully Paid
LN-004038,CUST-04839,LT-101,3310000,9.29,360,2025-05-29,Active
LN-004039,CUST-03910,LT-101,2120000,7.97,240,2025-08-28,Active
LN-004040,CUST-00888,LT-102,840000,13.64,60,2023-06-23,Active
LN-004041,CUST-04048,LT-101,3530000,9.31,120,2022-10-15,Active
LN-004042,CUST-13408,LT-101,4740000,9.37,360,2024-09-06,Active
LN-004043,CUST-11273,LT-102,840000,18.14,24,2022-01-31,Fully Paid
LN-004044,CUST-12295,LT-101,1790000,9.65,120,2024-12-18,Active
LN-004045,CUST-02766,LT-102,910000,13.19,48,2022-09-11,Active
LN-004046,CUST-05987,LT-104,870000,10.59,84,2024-09-23,Active
LN-004047,CUST-00751,LT-101,1500000,8.73,360,2023-09-17,Active
LN-004048,CUST-12155,LT-103,510000,14.29,120,2025-11-19,Active
LN-004049,CUST-12381,LT-105,3040000,16.52,84,2023-10-11,Defaulted
LN-004050,CUST-02759,LT-102,490000,14.24,48,2023-04-30,Active
LN-004051,CUST-07969,LT-101,2910000,8.17,360,2022-07-06,Active
LN-004052,CUST-04106,LT-103,740000,10.04,84,2023-10-07,Active
LN-004053,CUST-09837,LT-103,1570000,11.0,36,2022-12-05,Fully Paid
LN-004054,CUST-06512,LT-102,260000,13.43,36,2022-06-10,Fully Paid
LN-004055,CUST-13338,LT-102,780000,15.02,60,2023-03-03,Active
LN-004056,CUST-02490,LT-103,260000,11.65,36,2022-01-08,Fully Paid
LN-004057,CUST-12916,LT-102,580000,14.67,48,2023-03-04,Active
LN-004058,CUST-03928,LT-101,7070000,9.59,120,2024-04-05,Active
LN-004059,CUST-09194,LT-105,2030000,19.09,84,2021-10-03,Defaulted
LN-004060,CUST-03775,LT-101,6390000,8.67,180,2023-04-05,Active
LN-004061,CUST-08288,LT-103,1120000,13.48,48,2022-02-26,Fully Paid
LN-004062,CUST-04616,LT-103,1150000,10.48,120,2023-12-28,Active
LN-004063,CUST-04845,LT-102,560000,18.45,24,2023-09-13,Defaulted
LN-004064,CUST-00775,LT-101,3530000,9.24,180,2024-01-28,Active
LN-004065,CUST-12431,LT-103,710000,10.12,84,2021-07-16,Active
LN-004066,CUST-14952,LT-101,2290000,10.29,360,2021-11-10,Active
LN-004067,CUST-11128,LT-105,3250000,15.48,60,2022-03-13,Active
LN-004068,CUST-13760,LT-103,690000,14.39,60,2022-01-26,Active
LN-004069,CUST-03801,LT-104,1420000,11.09,84,2023-11-11,Active
LN-004070,CUST-07895,LT-103,730000,9.4,84,2023-01-02,Active
LN-004071,CUST-10525,LT-106,970000,17.11,12,2023-11-24,Fully Paid
LN-004072,CUST-06439,LT-102,420000,14.21,48,2023-09-28,Active
LN-004073,CUST-05813,LT-101,2610000,9.94,120,2022-04-28,Active
LN-004074,CUST-04209,LT-101,2260000,9.67,360,2021-11-01,Active
LN-004075,CUST-03449,LT-102,880000,14.92,48,2025-03-02,Active
LN-004076,CUST-09767,LT-102,850000,14.27,24,2025-04-25,Active
LN-004077,CUST-09569,LT-101,4850000,13.28,120,2024-05-12,Active
LN-004078,CUST-09698,LT-105,1630000,16.41,120,2022-05-12,Active
LN-004079,CUST-04359,LT-102,580000,13.64,60,2024-02-20,Active
LN-004080,CUST-02530,LT-105,2500000,17.19,48,2021-11-20,Fully Paid
LN-004081,CUST-13812,LT-101,1800000,9.04,120,2025-01-05,Active
LN-004082,CUST-11983,LT-102,380000,13.72,24,2024-09-21,Active
LN-004083,CUST-09211,LT-102,410000,15.27,60,2024-07-22,Defaulted
LN-004084,CUST-12412,LT-101,2710000,10.21,360,2022-06-20,Active
LN-004085,CUST-05839,LT-103,1350000,9.99,60,2024-08-16,Active
LN-004086,CUST-12082,LT-101,2330000,9.51,240,2023-11-09,Active
LN-004087,CUST-08595,LT-102,640000,17.9,48,2023-09-02,Defaulted
LN-004088,CUST-00314,LT-106,860000,17.06,12,2024-06-17,Fully Paid
LN-004089,CUST-03131,LT-105,1130000,15.46,84,2024-09-12,Active
LN-004090,CUST-03683,LT-101,3390000,8.07,240,2024-07-23,Active
LN-004091,CUST-00431,LT-102,660000,14.1,48,2022-12-10,Active
LN-004092,CUST-08565,LT-102,350000,18.05,12,2025-02-07,Fully Paid
LN-004093,CUST-06732,LT-101,7820000,9.47,240,2022-12-08,Active
LN-004094,CUST-10496,LT-103,2370000,10.05,84,2021-08-14,Active
LN-004095,CUST-04173,LT-103,1120000,9.9,36,2021-08-29,Fully Paid
LN-004096,CUST-13454,LT-102,440000,15.27,60,2024-11-19,Active
LN-004097,CUST-01574,LT-106,1340000,16.57,36,2024-02-12,Active
LN-004098,CUST-04711,LT-101,3100000,8.6,180,2024-08-04,Active
LN-004099,CUST-09120,LT-105,1420000,15.18,120,2023-04-29,Active
LN-004100,CUST-06742,LT-103,1100000,9.74,36,2022-01-26,Fully Paid
LN-004101,CUST-10738,LT-101,4190000,8.93,240,2023-01-27,Active
LN-004102,CUST-04028,LT-101,3560000,9.23,120,2021-06-09,Active
LN-004103,CUST-13591,LT-103,910000,9.9,60,2021-07-07,Active
LN-004104,CUST-02098,LT-101,3420000,9.25,360,2022-11-26,Active
LN-004105,CUST-09680,LT-102,280000,14.01,60,2023-08-21,Active
LN-004106,CUST-10631,LT-102,1210000,15.63,12,2021-10-23,Fully Paid
LN-004107,CUST-00767,LT-105,2700000,15.51,36,2021-10-11,Fully Paid
LN-004108,CUST-08444,LT-103,810000,9.44,60,2023-01-07,Active
LN-004109,CUST-05232,LT-103,1550000,11.84,60,2025-08-25,Active
LN-004110,CUST-13307,LT-102,1260000,14.83,36,2021-10-04,Fully Paid
LN-004111,CUST-00334,LT-101,2590000,10.29,120,2021-07-21,Active
LN-004112,CUST-05451,LT-102,460000,15.76,24,2023-01-12,Defaulted
LN-004113,CUST-00938,LT-105,5720000,16.63,84,2025-11-14,Active
LN-004114,CUST-12353,LT-103,430000,12.15,48,2024-03-10,Active
LN-004115,CUST-13597,LT-101,4380000,8.89,180,2024-09-13,Active
LN-004116,CUST-04463,LT-106,1320000,19.09,12,2024-03-25,Fully Paid
LN-004117,CUST-10995,LT-104,1270000,13.0,36,2022-12-22,Fully Paid
LN-004118,CUST-08375,LT-105,1350000,17.19,36,2022-09-01,Fully Paid
LN-004119,CUST-14008,LT-102,400000,14.18,48,2024-12-12,Active
LN-004120,CUST-08120,LT-105,2390000,16.14,48,2023-07-28,Defaulted
LN-004121,CUST-10827,LT-101,3000000,10.42,180,2022-03-11,Active
LN-004122,CUST-01734,LT-104,790000,10.94,60,2024-02-11,Active
LN-004123,CUST-05482,LT-103,280000,9.61,48,2024-02-06,Active
LN-004124,CUST-09578,LT-106,550000,18.36,18,2025-08-08,Active
LN-004125,CUST-00455,LT-101,1990000,9.66,360,2025-04-06,Active
LN-004126,CUST-13702,LT-101,2450000,10.64,180,2023-04-08,Active
LN-004127,CUST-05161,LT-103,1220000,10.21,84,2023-05-26,Active
LN-004128,CUST-01932,LT-106,1200000,18.91,24,2021-10-25,Fully Paid
LN-004129,CUST-09128,LT-101,1520000,9.58,180,2024-04-04,Active
LN-004130,CUST-02053,LT-101,3620000,9.22,120,2021-11-18,Active
LN-004131,CUST-14931,LT-102,220000,14.97,60,2023-01-13,Active
LN-004132,CUST-03464,LT-103,740000,10.82,48,2022-05-16,Fully Paid
LN-004133,CUST-07646,LT-103,980000,11.82,48,2023-06-29,Active
LN-004134,CUST-08000,LT-105,3430000,16.87,120,2021-08-03,Active
LN-004135,CUST-02792,LT-104,1430000,12.77,48,2024-11-17,Active
LN-004136,CUST-01717,LT-103,870000,11.83,36,2024-11-03,Active
LN-004137,CUST-00973,LT-102,460000,13.54,48,2021-11-17,Fully Paid
LN-004138,CUST-10065,LT-104,1040000,15.02,60,2024-09-29,Active
LN-004139,CUST-00852,LT-102,1070000,13.27,36,2024-10-12,Active
LN-004140,CUST-07919,LT-105,3240000,15.94,84,2023-10-26,Active
LN-004141,CUST-04148,LT-103,1470000,9.35,48,2025-11-27,Active
LN-004142,CUST-04734,LT-103,930000,14.16,48,2023-07-02,Active
LN-004143,CUST-04214,LT-101,6190000,9.62,360,2022-08-23,Active
LN-004144,CUST-07710,LT-106,480000,17.26,24,2022-07-07,Fully Paid
LN-004145,CUST-09379,LT-104,940000,10.94,36,2023-08-07,Active
LN-004146,CUST-11320,LT-103,810000,10.2,36,2022-10-30,Fully Paid
LN-004147,CUST-03793,LT-102,850000,15.84,48,2023-11-28,Active
LN-004148,CUST-09307,LT-103,920000,10.42,84,2024-02-06,Active
LN-004149,CUST-01757,LT-101,4500000,10.12,120,2022-09-15,Active
LN-004150,CUST-11335,LT-102,270000,14.32,24,2025-09-29,Active
LN-004151,CUST-01176,LT-101,2160000,12.25,240,2023-04-18,Active
LN-004152,CUST-07728,LT-101,3210000,13.03,240,2025-05-18,Active
LN-004153,CUST-02046,LT-102,420000,16.17,36,2023-11-21,Defaulted
LN-004154,CUST-07937,LT-103,630000,11.89,48,2025-02-01,Defaulted
LN-004155,CUST-04120,LT-105,1470000,16.48,36,2022-09-11,Fully Paid
LN-004156,CUST-13994,LT-106,1300000,16.86,18,2025-10-04,Active
LN-004157,CUST-11703,LT-104,660000,11.36,84,2024-07-14,Active
LN-004158,CUST-00162,LT-101,2190000,8.6,360,2024-02-10,Active
LN-004159,CUST-00485,LT-102,320000,14.07,60,2024-06-18,Active
LN-004160,CUST-03284,LT-102,1130000,14.21,48,2025-08-13,Active
LN-004161,CUST-11634,LT-104,300000,12.37,84,2021-12-19,Active
LN-004162,CUST-04198,LT-104,1160000,11.0,120,2025-10-18,Active
LN-004163,CUST-05842,LT-101,4280000,10.0,120,2024-05-12,Active
LN-004164,CUST-06464,LT-102,440000,13.33,24,2021-06-30,Fully Paid
LN-004165,CUST-08649,LT-103,540000,10.38,48,2022-06-25,Fully Paid
LN-004166,CUST-11135,LT-101,3940000,8.87,360,2025-08-03,Active
LN-004167,CUST-14577,LT-103,850000,10.21,48,2022-10-10,Active
LN-004168,CUST-08260,LT-105,3660000,15.6,36,2025-10-16,Active
LN-004169,CUST-11270,LT-101,3370000,12.93,180,2023-08-12,Active
LN-004170,CUST-04540,LT-101,4220000,8.64,120,2023-07-13,Active
LN-004171,CUST-14998,LT-101,5930000,8.26,120,2025-08-12,Active
LN-004172,CUST-08683,LT-102,900000,14.06,36,2024-10-22,Active
LN-004173,CUST-06491,LT-102,490000,14.78,24,2024-10-01,Active
LN-004174,CUST-05400,LT-106,2140000,18.12,18,2024-05-15,Defaulted
LN-004175,CUST-11047,LT-104,1110000,10.84,60,2022-04-25,Active
LN-004176,CUST-07976,LT-103,930000,9.7,36,2024-05-24,Active
LN-004177,CUST-12359,LT-103,1370000,9.2,48,2025-04-22,Active
LN-004178,CUST-03410,LT-103,960000,13.49,120,2021-07-14,Active
LN-004179,CUST-07846,LT-101,3670000,8.48,180,2025-02-11,Active
LN-004180,CUST-04814,LT-102,840000,15.85,12,2021-06-17,Fully Paid
LN-004181,CUST-12792,LT-103,250000,10.9,60,2022-03-24,Active
LN-004182,CUST-04557,LT-101,2450000,7.89,360,2021-11-22,Active
LN-004183,CUST-09812,LT-102,1100000,13.28,60,2024-07-19,Active
LN-004184,CUST-06200,LT-104,1250000,10.81,48,2022-02-14,Fully Paid
LN-004185,CUST-06634,LT-102,270000,14.26,12,2025-08-29,Active
LN-004186,CUST-06178,LT-105,4050000,15.62,84,2024-10-10,Active
LN-004187,CUST-00081,LT-103,650000,10.43,120,2021-07-24,Active
LN-004188,CUST-07250,LT-102,850000,18.05,24,2025-03-10,Active
LN-004189,CUST-02214,LT-102,400000,13.59,48,2023-10-22,Active
LN-004190,CUST-03591,LT-103,940000,9.14,48,2024-10-18,Active
LN-004191,CUST-06452,LT-102,490000,13.82,36,2025-11-04,Active
LN-004192,CUST-06201,LT-106,380000,17.95,24,2023-07-26,Fully Paid
LN-004193,CUST-11954,LT-103,1010000,9.95,48,2024-02-12,Active
LN-004194,CUST-00952,LT-101,5120000,8.27,180,2024-02-12,Active
LN-004195,CUST-12575,LT-106,190000,17.08,18,2025-10-10,Active
LN-004196,CUST-04788,LT-101,3470000,8.64,240,2023-02-23,Active
LN-004197,CUST-13947,LT-105,3380000,15.45,60,2025-10-14,Active
LN-004198,CUST-14445,LT-102,900000,14.9,36,2022-08-13,Fully Paid
LN-004199,CUST-13025,LT-103,1720000,13.44,36,2021-11-15,Fully Paid
LN-004200,CUST-07700,LT-101,5310000,8.79,360,2025-05-28,Active
LN-004201,CUST-04315,LT-103,1830000,9.34,36,2022-04-30,Fully Paid
LN-004202,CUST-01697,LT-101,2660000,9.25,240,2024-05-22,Active
LN-004203,CUST-02425,LT-101,3400000,10.38,180,2021-08-06,Defaulted
LN-004204,CUST-00110,LT-101,2410000,10.59,180,2024-06-21,Defaulted
LN-004205,CUST-09148,LT-102,940000,16.09,24,2024-07-12,Active
LN-004206,CUST-01731,LT-102,1270000,13.35,24,2022-09-19,Fully Paid
LN-004207,CUST-08901,LT-101,3130000,10.01,240,2022-12-13,Active
LN-004208,CUST-00026,LT-103,1090000,11.37,48,2023-01-19,Active
LN-004209,CUST-03162,LT-101,1860000,8.96,180,2021-07-05,Active
LN-004210,CUST-07150,LT-102,1150000,15.27,36,2021-06-12,Fully Paid
LN-004211,CUST-08467,LT-103,1060000,12.01,84,2023-12-13,Active
LN-004212,CUST-09736,LT-101,1830000,8.62,360,2023-06-02,Active
LN-004213,CUST-03453,LT-105,2890000,14.96,84,2022-02-11,Defaulted
LN-004214,CUST-08210,LT-102,450000,13.84,36,2024-04-14,Active
LN-004215,CUST-10477,LT-102,840000,13.78,24,2022-10-23,Fully Paid
LN-004216,CUST-02521,LT-102,530000,13.41,48,2023-11-02,Active
LN-004217,CUST-05826,LT-105,2350000,16.78,36,2023-08-13,Active
LN-004218,CUST-13766,LT-101,1970000,8.52,360,2022-01-14,Active
LN-004219,CUST-14051,LT-103,700000,14.41,36,2025-02-18,Active
LN-004220,CUST-02176,LT-104,410000,10.19,84,2025-11-28,Active
LN-004221,CUST-12952,LT-102,960000,15.03,48,2023-03-30,Active
LN-004222,CUST-08741,LT-102,680000,14.36,60,2025-10-25,Active
LN-004223,CUST-11115,LT-101,4550000,10.29,180,2025-03-19,Active
LN-004224,CUST-09595,LT-103,650000,10.24,36,2024-01-25,Active
LN-004225,CUST-10243,LT-104,1590000,12.34,84,2025-08-20,Active
LN-004226,CUST-04621,LT-102,560000,13.96,60,2025-12-02,Active
LN-004227,CUST-00078,LT-104,420000,12.2,84,2023-12-14,Active
LN-004228,CUST-05016,LT-101,2290000,7.98,180,2024-03-01,Active
LN-004229,CUST-03539,LT-102,540000,14.96,60,2022-04-23,Active
LN-004230,CUST-09517,LT-101,3310000,8.75,120,2022-11-23,Active
LN-004231,CUST-04048,LT-101,5120000,9.1,120,2023-06-21,Active
LN-004232,CUST-12677,LT-105,1030000,16.14,60,2024-12-25,Defaulted
LN-004233,CUST-05981,LT-104,1630000,12.84,60,2022-03-03,Active
LN-004234,CUST-01917,LT-104,700000,11.26,84,2021-08-29,Active
LN-004235,CUST-06589,LT-102,170000,14.0,12,2022-06-29,Fully Paid
LN-004236,CUST-00299,LT-103,900000,10.95,48,2024-02-20,Active
LN-004237,CUST-02241,LT-104,1320000,14.86,36,2022-02-22,Fully Paid
LN-004238,CUST-06487,LT-101,1230000,10.07,240,2024-03-26,Active
LN-004239,CUST-09957,LT-101,6350000,8.58,120,2023-06-29,Active
LN-004240,CUST-12684,LT-105,3830000,15.18,84,2024-07-16,Active
LN-004241,CUST-11609,LT-101,1650000,9.31,360,2023-06-21,Active
LN-004242,CUST-05384,LT-103,860000,13.82,120,2025-07-05,Active
LN-004243,CUST-07916,LT-105,1440000,15.33,84,2025-04-01,Active
LN-004244,CUST-07228,LT-106,890000,17.33,36,2021-11-22,Fully Paid
LN-004245,CUST-06119,LT-102,390000,14.89,48,2024-02-01,Active
LN-004246,CUST-02170,LT-106,450000,18.3,36,2025-01-22,Defaulted
LN-004247,CUST-11304,LT-101,3320000,8.02,240,2024-07-11,Active
LN-004248,CUST-07055,LT-101,5570000,8.77,360,2021-06-13,Active
LN-004249,CUST-06861,LT-102,460000,13.52,36,2023-09-12,Active
LN-004250,CUST-09186,LT-104,1250000,10.6,48,2023-08-26,Active
LN-004251,CUST-04746,LT-101,2820000,12.89,180,2022-06-17,Active
LN-004252,CUST-09158,LT-101,3960000,13.24,240,2022-07-02,Active
LN-004253,CUST-00841,LT-102,160000,14.26,24,2022-04-13,Defaulted
LN-004254,CUST-03556,LT-101,4010000,8.67,360,2024-12-28,Active
LN-004255,CUST-10919,LT-102,110000,13.4,48,2022-09-30,Active
LN-004256,CUST-12134,LT-103,690000,9.15,84,2021-12-03,Active
LN-004257,CUST-01617,LT-104,290000,10.37,120,2023-12-07,Active
LN-004258,CUST-07002,LT-102,330000,14.31,12,2023-11-01,Fully Paid
LN-004259,CUST-03217,LT-102,150000,14.76,36,2025-07-24,Defaulted
LN-004260,CUST-06560,LT-102,430000,14.28,60,2022-12-13,Active
LN-004261,CUST-07699,LT-102,170000,15.88,60,2021-11-22,Active
LN-004262,CUST-08573,LT-102,440000,13.77,12,2024-10-31,Fully Paid
LN-004263,CUST-01139,LT-102,570000,15.31,24,2023-03-27,Fully Paid
LN-004264,CUST-07536,LT-102,860000,15.47,36,2025-10-12,Defaulted
LN-004265,CUST-05163,LT-103,1030000,12.3,60,2021-08-29,Active
LN-004266,CUST-02449,LT-106,1020000,16.13,12,2023-09-30,Fully Paid
LN-004267,CUST-04287,LT-101,5070000,7.96,120,2025-08-27,Active
LN-004268,CUST-13668,LT-101,2450000,8.53,120,2022-02-08,Active
LN-004269,CUST-10610,LT-101,1590000,8.84,180,2023-03-24,Active
LN-004270,CUST-09069,LT-103,1060000,9.42,48,2022-08-24,Active
LN-004271,CUST-01099,LT-103,1110000,10.17,84,2023-07-07,Active
LN-004272,CUST-04072,LT-101,5960000,9.3,120,2022-12-12,Active
LN-004273,CUST-05543,LT-102,1120000,16.15,12,2024-12-23,Fully Paid
LN-004274,CUST-04000,LT-105,1250000,15.77,120,2024-11-05,Active
LN-004275,CUST-07987,LT-102,240000,14.63,48,2021-07-08,Fully Paid
LN-004276,CUST-06316,LT-104,890000,9.96,120,2025-01-30,Active
LN-004277,CUST-14523,LT-101,3350000,8.65,120,2024-06-16,Active
LN-004278,CUST-04385,LT-102,550000,14.38,12,2021-10-06,Fully Paid
LN-004279,CUST-02568,LT-104,1550000,12.49,48,2022-05-06,Fully Paid
LN-004280,CUST-09992,LT-103,1340000,9.8,60,2025-05-04,Active
LN-004281,CUST-13599,LT-101,3200000,9.04,240,2024-02-25,Active
LN-004282,CUST-14405,LT-105,2390000,16.64,84,2025-10-20,Active
LN-004283,CUST-08441,LT-101,3690000,9.99,120,2024-08-09,Active
LN-004284,CUST-03769,LT-103,600000,10.78,120,2025-04-22,Active
LN-004285,CUST-12385,LT-101,2420000,10.22,360,2024-07-15,Active
LN-004286,CUST-10048,LT-102,590000,13.51,12,2021-10-21,Fully Paid
LN-004287,CUST-03608,LT-102,370000,15.5,48,2024-09-04,Active
LN-004288,CUST-00188,LT-106,1180000,16.93,18,2025-11-09,Active
LN-004289,CUST-03428,LT-105,2230000,15.36,48,2022-05-25,Fully Paid
LN-004290,CUST-10226,LT-102,650000,14.08,12,2022-12-15,Fully Paid
LN-004291,CUST-12499,LT-105,1780000,16.46,48,2025-02-17,Active
LN-004292,CUST-05864,LT-101,3720000,8.43,240,2023-05-06,Active
LN-004293,CUST-03938,LT-102,570000,14.48,24,2024-10-26,Active
LN-004294,CUST-09821,LT-104,270000,10.18,120,2025-07-12,Active
LN-004295,CUST-06008,LT-103,460000,10.25,60,2021-08-27,Active
LN-004296,CUST-02223,LT-102,1050000,15.64,24,2022-03-08,Fully Paid
LN-004297,CUST-12133,LT-102,490000,14.0,48,2022-03-02,Fully Paid
LN-004298,CUST-11440,LT-101,3440000,11.02,180,2023-05-11,Active
LN-004299,CUST-14459,LT-103,660000,9.8,120,2022-07-07,Active
LN-004300,CUST-13915,LT-101,3280000,8.88,180,2025-04-27,Active
LN-004301,CUST-06507,LT-104,1120000,10.21,48,2022-11-05,Active
LN-004302,CUST-00685,LT-106,650000,16.96,36,2022-04-24,Fully Paid
LN-004303,CUST-08552,LT-101,1190000,8.56,180,2022-09-27,Active
LN-004304,CUST-10707,LT-104,670000,10.05,60,2024-11-12,Active
LN-004305,CUST-08804,LT-104,820000,10.07,36,2022-09-04,Fully Paid
LN-004306,CUST-05665,LT-101,5490000,8.22,240,2024-09-04,Active
LN-004307,CUST-03084,LT-103,1200000,11.85,36,2024-12-04,Active
LN-004308,CUST-02963,LT-105,1320000,15.73,120,2022-09-10,Active
LN-004309,CUST-09832,LT-103,350000,9.89,48,2023-03-06,Active
LN-004310,CUST-13203,LT-103,320000,10.05,120,2022-10-14,Active
LN-004311,CUST-09157,LT-106,1570000,16.43,18,2025-01-10,Active
LN-004312,CUST-13709,LT-105,3520000,16.15,48,2024-07-29,Active
LN-004313,CUST-07668,LT-103,1140000,12.2,84,2022-12-06,Active
LN-004314,CUST-14413,LT-102,850000,15.79,12,2021-11-12,Fully Paid
LN-004315,CUST-03879,LT-101,4670000,8.19,360,2023-11-22,Active
LN-004316,CUST-04756,LT-104,460000,9.91,36,2025-08-21,Active
LN-004317,CUST-11548,LT-101,1750000,8.78,360,2024-12-26,Active
LN-004318,CUST-14174,LT-101,3540000,9.28,180,2022-12-09,Active
LN-004319,CUST-00495,LT-101,3480000,8.86,120,2021-07-12,Active
LN-004320,CUST-01524,LT-101,2820000,7.89,360,2024-01-07,Active
